NOME,PLATAFORMA,GENERO,VENDAS(AN),VENDAS(EU),VENDAS(JP),VENDAS(Outros),VENDAS(GLOBAL),soma_total
Summer Athletics: The Ultimate Challenge (US sales),Wii,Sports,0.23,0.03,0.0,0.0,0.27,0.03
Sonic X: Game Boy Advance Video Volume 1,GBA,Misc,0.19,0.07,0.0,0.0,0.27,0.07
ESPN NBA Basketball,XB,Sports,0.2,0.06,0.0,0.01,0.27,0.06
Gallop Racer 2: One and Only Road to Victory,PS,Sports,0.0,0.0,0.25,0.02,0.27,0.25
Sesame Street: Cookie's Counting Carnival,DS,Misc,0.25,0.0,0.0,0.02,0.26,0.0
Lowrider,PS2,Misc,0.11,0.09,0.03,0.03,0.26,0.12
Family Guy: Back to the Multiverse,PS3,Action,0.12,0.1,0.0,0.04,0.26,0.1
All-Pro Football 2K8,X360,Sports,0.24,0.0,0.0,0.02,0.26,0.0
Dungeons & Dragons: Eye of the Beholder,GBA,Role-Playing,0.19,0.07,0.0,0.0,0.26,0.07
Fish Tycoon,DS,Simulation,0.24,0.0,0.0,0.02,0.26,0.0
Plants vs. Zombies,X360,Strategy,0.24,0.0,0.0,0.02,0.26,0.0
Megamind: The Blue Defender,DS,Adventure,0.19,0.06,0.0,0.02,0.26,0.06
Gundam Breaker,PS3,Action,0.0,0.0,0.26,0.0,0.26,0.26
The House of the Dead 2,DC,Shooter,0.0,0.0,0.26,0.0,0.26,0.26
Batman: Return to Arkham,PS4,Action,0.07,0.16,0.0,0.04,0.26,0.16
A.C.E.: Another Century's Episode R,PS3,Simulation,0.0,0.0,0.26,0.0,0.26,0.26
Rune: Viking Warlord,PS2,Action,0.13,0.1,0.0,0.03,0.26,0.1
The Incredible Hulk,X360,Action,0.22,0.02,0.0,0.02,0.26,0.02
Panzer Dragoon Orta,XB,Shooter,0.16,0.05,0.04,0.01,0.26,0.09
Jikkyou Powerful Pro Yakyuu '99 Ketteiban,PS,Sports,0.0,0.0,0.25,0.02,0.26,0.25
Aikatsu! 2-nin no My Princess,3DS,Action,0.0,0.0,0.26,0.0,0.26,0.26
King's Field II,PS,Role-Playing,0.08,0.06,0.11,0.02,0.26,0.16999999999999998
America's Test Kitchen: Let's Get Cooking,DS,Simulation,0.25,0.0,0.0,0.02,0.26,0.0
NCAA Gamebreaker,PS,Sports,0.15,0.1,0.0,0.02,0.26,0.1
Battle of Giants: Mutant Insects,DS,Strategy,0.09,0.14,0.0,0.03,0.26,0.14
Petz: Horsez 2,PS2,Simulation,0.13,0.1,0.0,0.03,0.26,0.1
NPPL: Championship Paintball 2009,PS2,Shooter,0.13,0.1,0.0,0.03,0.26,0.1
Suikoden Tierkreis,DS,Role-Playing,0.09,0.01,0.15,0.01,0.26,0.16
Superman Returns,X360,Action,0.23,0.01,0.0,0.02,0.26,0.01
Shin Megami Tensei: Devil Survivor,DS,Role-Playing,0.13,0.0,0.12,0.01,0.26,0.12
Angry Birds Star Wars,Wii,Strategy,0.15,0.09,0.0,0.02,0.26,0.09
Tomba!,PS,Platform,0.15,0.1,0.0,0.02,0.26,0.1
Love Plus,DS,Simulation,0.0,0.0,0.26,0.0,0.26,0.26
Tales of Eternia,PSP,Role-Playing,0.0,0.01,0.25,0.0,0.26,0.26
Tales of Innocence,DS,Role-Playing,0.0,0.0,0.26,0.0,0.26,0.26
Tearaway Unfolded,PS4,Platform,0.09,0.13,0.0,0.04,0.26,0.13
MLB SlugFest 2006,PS2,Sports,0.13,0.1,0.0,0.03,0.26,0.1
Etrian Odyssey II: Heroes of Lagaard,DS,Role-Playing,0.09,0.0,0.16,0.01,0.26,0.16
Virtua Racing,GEN,Racing,0.0,0.0,0.26,0.0,0.26,0.26
Rugrats: I Gotta Go Party,GBA,Action,0.19,0.07,0.0,0.0,0.26,0.07
The Incredible Hulk,PS3,Action,0.22,0.02,0.0,0.02,0.26,0.02
Deadly Premonition,X360,Action,0.18,0.06,0.0,0.02,0.26,0.06
Family Feud: 2010 Edition,DS,Misc,0.24,0.0,0.0,0.02,0.26,0.0
DS Bungaku Zenshuu,DS,Misc,0.0,0.0,0.26,0.0,0.26,0.26
Bolt,PS2,Adventure,0.09,0.02,0.0,0.16,0.26,0.02
Marvel Super Hero Squad: The Infinity Gauntlet,Wii,Action,0.21,0.04,0.0,0.02,0.26,0.04
Inazuma Eleven GO 3: Galaxy,3DS,Sports,0.0,0.0,0.26,0.0,0.26,0.26
Ford Racing 3,PS2,Racing,0.13,0.1,0.0,0.03,0.26,0.1
J Stars Victory Vs.,PS4,Fighting,0.08,0.14,0.0,0.04,0.26,0.14
The Adventures of Tintin: The Game,PS3,Action,0.06,0.15,0.0,0.05,0.26,0.15
Call of Duty: Black Ops 3,PC,Shooter,0.0,0.25,0.0,0.01,0.26,0.25
Phantasy Star Universe: Ambition of the Illuminus,PS2,Role-Playing,0.1,0.08,0.05,0.03,0.26,0.13
Jikkyou Powerful Pro Yakyuu 2013,PS3,Sports,0.0,0.0,0.26,0.0,0.26,0.26
Major League Baseball 2K10,Wii,Sports,0.24,0.0,0.0,0.02,0.26,0.0
The Adventures of Jimmy Neutron Boy Genius vs. Jimmy Negatron,GBA,Action,0.19,0.07,0.0,0.0,0.26,0.07
Dragon Ball Z: Tenkaichi Tag Team,PSP,Fighting,0.11,0.03,0.09,0.03,0.26,0.12
Etrian Odyssey Untold: The Millennium Girl,3DS,Role-Playing,0.1,0.01,0.14,0.01,0.26,0.15000000000000002
Sengoku Basara 2,PS2,Action,0.0,0.0,0.26,0.0,0.26,0.26
Hey Arnold! The Movie,GBA,Platform,0.19,0.07,0.0,0.0,0.26,0.07
Final Fantasy V Advance,GBA,Role-Playing,0.0,0.0,0.26,0.01,0.26,0.26
Need for Speed: Most Wanted,GBA,Racing,0.19,0.07,0.0,0.0,0.26,0.07
Star Trek: Invasion,PS,Simulation,0.15,0.1,0.0,0.02,0.26,0.1
Star Wars: Bounty Hunter,GC,Shooter,0.2,0.05,0.0,0.01,0.26,0.05
LEGO Harry Potter: Years 5-7,PSP,Action,0.1,0.1,0.0,0.06,0.26,0.1
Tom and Jerry in War of the Whiskers,PS2,Fighting,0.13,0.1,0.0,0.03,0.26,0.1
Ace Attorney Investigations 2,DS,Adventure,0.0,0.0,0.26,0.0,0.26,0.26
Dynasty Warriors 7: Xtreme Legends,PS3,Action,0.04,0.04,0.16,0.02,0.26,0.2
Bratz: The Movie,Wii,Simulation,0.23,0.01,0.0,0.02,0.26,0.01
TouchMaster 3(Others sales),DS,Puzzle,0.0,0.24,0.0,0.02,0.26,0.24
Naruto: Ultimate Ninja Heroes,PSP,Fighting,0.26,0.0,0.0,0.0,0.26,0.0
Angry Birds Trilogy,X360,Action,0.18,0.05,0.0,0.02,0.26,0.05
Jikkyou Powerful Pro Yakyuu 2011,PS3,Sports,0.0,0.0,0.26,0.0,0.26,0.26
Major League Baseball 2K9,Wii,Sports,0.24,0.0,0.0,0.02,0.26,0.0
Yu-Gi-Oh! Ultimate Masters: World Championship Tournament 2006,GBA,Misc,0.14,0.05,0.07,0.01,0.26,0.12000000000000001
WWE 2K17,XOne,Sports,0.12,0.12,0.0,0.02,0.26,0.12
Power Pro Kun Pocket 5,GBA,Sports,0.0,0.0,0.25,0.01,0.26,0.25
Battlestations: Midway,X360,Strategy,0.21,0.02,0.0,0.02,0.26,0.02
Konjiki no Gashbell!! Makai no Bookmark,GBA,Adventure,0.0,0.0,0.25,0.01,0.26,0.25
Riding Spirits,PS2,Racing,0.13,0.1,0.0,0.03,0.26,0.1
Project CARS,XOne,Racing,0.11,0.13,0.0,0.02,0.26,0.13
MLB 09: The Show,PSP,Sports,0.24,0.0,0.0,0.02,0.26,0.0
Bust A Groove 2,PS,Misc,0.04,0.03,0.18,0.02,0.26,0.21
Inazuma Eleven Strikers,Wii,Role-Playing,0.0,0.01,0.25,0.0,0.26,0.26
The Amazing Spider-Man 2 (2014),PS3,Action,0.06,0.14,0.02,0.04,0.26,0.16
Hatsune Miku: Project Diva,PSP,Misc,0.0,0.0,0.26,0.0,0.26,0.26
Gundam Battle Universe,PSP,Fighting,0.0,0.0,0.26,0.0,0.26,0.26
Sengoku Basara: Battle Heroes,PSP,Action,0.0,0.0,0.26,0.0,0.26,0.26
Armorines: Project S.W.A.R.M.,N64,Shooter,0.21,0.05,0.0,0.0,0.26,0.05
Nightmare Creatures,N64,Action,0.21,0.05,0.0,0.0,0.26,0.05
Star Wars Episode I: Battle for Naboo,N64,Simulation,0.21,0.05,0.0,0.0,0.26,0.05
Duke Nukem: Zero Hour,N64,Shooter,0.21,0.05,0.0,0.0,0.26,0.05
NCAA March Madness 08,PS2,Sports,0.13,0.1,0.0,0.03,0.26,0.1
Armored Core: Nexus,PS2,Simulation,0.06,0.05,0.14,0.02,0.26,0.19
Dora the Explorer: Dora Saves the Crystal Kingdom,Wii,Misc,0.24,0.0,0.0,0.02,0.26,0.0
Evolution Skateboarding,PS2,Sports,0.13,0.1,0.0,0.03,0.26,0.1
Dora the Explorer: The Search for Pirate Pig's Treasure,GBA,Adventure,0.19,0.07,0.0,0.0,0.26,0.07
Yakuza: Ishin,PS3,Action,0.0,0.0,0.26,0.0,0.26,0.26
Babysitting Mania,DS,Simulation,0.24,0.0,0.0,0.02,0.26,0.0
Scene It? Twilight,Wii,Misc,0.16,0.07,0.0,0.02,0.26,0.07
Outlaw Volleyball,XB,Sports,0.19,0.06,0.0,0.01,0.26,0.06
Batman: Vengeance,GC,Adventure,0.2,0.05,0.0,0.01,0.26,0.05
RealSports Football,2600,Sports,0.24,0.01,0.0,0.0,0.26,0.01
Tiger Woods PGA Tour 10,PS2,Sports,0.12,0.01,0.0,0.13,0.26,0.01
Summer Sports 2: Island Sports Party,Wii,Sports,0.24,0.0,0.0,0.02,0.26,0.0
SD Gundam G Generation: Cross Drive,DS,Strategy,0.0,0.0,0.26,0.0,0.26,0.26
Dungeons & Dragons Heroes,XB,Role-Playing,0.19,0.06,0.0,0.01,0.26,0.06
Imagine: Fashion Party,Wii,Simulation,0.24,0.0,0.0,0.02,0.26,0.0
McGrath Vs. Pastrana Freestyle Motocross,PS,Racing,0.14,0.1,0.0,0.02,0.26,0.1
Spider-Man: Web of Shadows,PS3,Action,0.2,0.04,0.0,0.02,0.26,0.04
Legaia 2: Duel Saga,PS2,Role-Playing,0.13,0.1,0.0,0.03,0.26,0.1
Crash Nitro Kart,GC,Racing,0.2,0.05,0.0,0.01,0.26,0.05
Samurai Warriors 4,PS3,Action,0.0,0.0,0.26,0.0,0.26,0.26
Classic NES Series: Bomberman,GBA,Action,0.1,0.04,0.11,0.01,0.26,0.15
Don King Boxing,Wii,Sports,0.14,0.09,0.0,0.03,0.26,0.09
ExciteBots: Trick Racing,Wii,Racing,0.24,0.0,0.0,0.02,0.26,0.0
A.C.E.: Another Century's Episode,PS2,Simulation,0.0,0.0,0.26,0.0,0.26,0.26
Frogger's Journey: The Forgotten Relic,GBA,Action,0.18,0.07,0.0,0.0,0.26,0.07
X-Men vs. Street Fighter,SAT,Fighting,0.0,0.0,0.26,0.0,0.26,0.26
Dora the Explorer: Game Boy Advance Video Volume 1,GBA,Misc,0.18,0.07,0.0,0.0,0.26,0.07
Oddworld: Stranger's Wrath,XB,Adventure,0.19,0.06,0.0,0.01,0.26,0.06
King of Fighters: Maximum Impact,PS2,Fighting,0.13,0.1,0.0,0.03,0.26,0.1
Marvel Super Heroes vs. Street Fighter,PS,Fighting,0.14,0.1,0.0,0.02,0.26,0.1
Atelier Ayesha: The Alchemist of Dusk,PS3,Role-Playing,0.06,0.04,0.14,0.02,0.26,0.18000000000000002
Bratz Ponyz 2,DS,Adventure,0.24,0.0,0.0,0.02,0.26,0.0
Battleborn,PS4,Shooter,0.12,0.08,0.02,0.04,0.26,0.1
J-League Pro Soccer Club wo Tsukurou!,SAT,Sports,0.0,0.0,0.26,0.0,0.26,0.26
Littlest Pet Shop: Friends,Wii,Simulation,0.21,0.02,0.0,0.02,0.26,0.02
We Cheer 2,Wii,Simulation,0.24,0.0,0.0,0.02,0.26,0.0
Drakan: The Ancients' Gates,PS2,Adventure,0.13,0.1,0.0,0.03,0.26,0.1
Call of Duty: Modern Warfare 3: Defiance,DS,Shooter,0.19,0.04,0.0,0.02,0.26,0.04
"SpongeBob SquarePants: Lights, Camera, Pants!",XB,Misc,0.19,0.06,0.0,0.01,0.26,0.06
Resident Evil: Revelations,X360,Action,0.12,0.1,0.02,0.02,0.26,0.12000000000000001
Tony Hawk: Shred,X360,Sports,0.17,0.06,0.0,0.02,0.26,0.06
Choro Q3,PS,Racing,0.0,0.0,0.24,0.02,0.26,0.24
Tokyo Jungle,PS3,Action,0.0,0.0,0.26,0.0,0.26,0.26
Lemony Snicket's A Series of Unfortunate Events,GC,Platform,0.2,0.05,0.0,0.01,0.26,0.05
Army of Two: The Devil's Cartel,X360,Shooter,0.16,0.07,0.0,0.02,0.26,0.07
Puppeteer,PS3,Platform,0.11,0.08,0.02,0.04,0.26,0.1
Bionicle: Matoran Adventures,GBA,Platform,0.18,0.07,0.0,0.0,0.26,0.07
Tom Clancy's Splinter Cell: Double Agent,PS3,Action,0.2,0.03,0.0,0.03,0.26,0.03
Armored Core: Master of Arena,PS,Simulation,0.07,0.05,0.13,0.02,0.26,0.18
Fire Emblem: Thracia 776,SNES,Strategy,0.0,0.0,0.26,0.0,0.26,0.26
Resident Evil: Deadly Silence,DS,Action,0.11,0.02,0.11,0.01,0.26,0.13
Desert Falcon,2600,Shooter,0.24,0.01,0.0,0.0,0.26,0.01
Legendary,X360,Shooter,0.08,0.15,0.0,0.03,0.26,0.15
Peter Jackson's King Kong: The Official Game of the Movie,X360,Action,0.2,0.03,0.0,0.02,0.26,0.03
Tengai Makyou: Daishi no Mokushiroku - The Apocalypse IV,SAT,Role-Playing,0.0,0.0,0.26,0.0,0.26,0.26
Rayman DS,DS,Platform,0.21,0.03,0.0,0.02,0.26,0.03
A.C.E.: Another Century's Episode 3: The Final,PS2,Simulation,0.0,0.0,0.26,0.0,0.26,0.26
ATV: Quad Power Racing,GBA,Racing,0.18,0.07,0.0,0.0,0.26,0.07
Zoo Tycoon 2: Ultimate Collection,PC,Strategy,0.04,0.18,0.0,0.04,0.26,0.18
Backyard NFL Football,GC,Sports,0.2,0.05,0.0,0.01,0.26,0.05
All-Star Baseball 2003,XB,Sports,0.19,0.06,0.0,0.01,0.26,0.06
MTX Mototrax,PS2,Racing,0.13,0.1,0.0,0.03,0.26,0.1
Tomb Raider: Underworld (Others sales),PS2,Adventure,0.0,0.21,0.0,0.04,0.26,0.21
NHL Rock the Rink,PS,Sports,0.14,0.1,0.0,0.02,0.26,0.1
NBA ShootOut 2004,PS2,Sports,0.13,0.1,0.0,0.03,0.26,0.1
Super Robot Taisen R,GBA,Strategy,0.0,0.0,0.25,0.01,0.26,0.25
Nancy Drew: The Mystery of the Clue Bender Society,DS,Adventure,0.24,0.0,0.0,0.02,0.26,0.0
Castlevania: Harmony of Dissonance,GBA,Platform,0.16,0.06,0.04,0.0,0.26,0.1
Formula One 2001,PS2,Racing,0.13,0.1,0.0,0.03,0.26,0.1
Doukyuusei if,SAT,Role-Playing,0.0,0.0,0.26,0.0,0.26,0.26
The Penguins of Madagascar,DS,Action,0.12,0.11,0.0,0.02,0.26,0.11
Pirates of the Caribbean: Dead Man's Chest,DS,Adventure,0.23,0.01,0.0,0.02,0.26,0.01
Baldur's Gate: Dark Alliance II,XB,Role-Playing,0.19,0.06,0.0,0.01,0.26,0.06
Madden NFL 2005,DS,Sports,0.24,0.0,0.0,0.02,0.26,0.0
MVP Baseball 2004,GC,Sports,0.2,0.05,0.0,0.01,0.26,0.05
Polarium,DS,Puzzle,0.13,0.01,0.11,0.01,0.26,0.12
Super Street Fighter II: Turbo Revival,GBA,Fighting,0.18,0.07,0.0,0.0,0.25,0.07
Secret Weapons Over Normandy,XB,Simulation,0.19,0.05,0.0,0.01,0.25,0.05
The Elder Scrolls IV: Oblivion,PC,Role-Playing,0.01,0.2,0.0,0.04,0.25,0.2
Combination Pro Soccer: J-League no Kantoku ni Natte Sekai wo Mezase!!,PS,Sports,0.0,0.0,0.24,0.02,0.25,0.24
Kidou Senshi Gundam: Giren no Yabou,SAT,Strategy,0.0,0.0,0.25,0.0,0.25,0.25
Metroid Prime Pinball,DS,Misc,0.21,0.0,0.02,0.02,0.25,0.02
Teen Titans,PS2,Action,0.12,0.1,0.0,0.03,0.25,0.1
Reload: Target Down,Wii,Shooter,0.24,0.0,0.0,0.01,0.25,0.0
Madden NFL 08,DS,Sports,0.23,0.0,0.0,0.02,0.25,0.0
Spelling Challenges and more!,PSP,Misc,0.24,0.0,0.0,0.02,0.25,0.0
Crusaders of Might and Magic,PS,Role-Playing,0.14,0.1,0.0,0.02,0.25,0.1
One Piece: Pirate Warriors 3,PS3,Action,0.0,0.06,0.19,0.01,0.25,0.25
Star Wars The Clone Wars: Republic Heroes,PS2,Action,0.17,0.01,0.0,0.08,0.25,0.01
Bomberman Generation,GC,Adventure,0.15,0.04,0.06,0.01,0.25,0.1
Sega Rally Revo,PSP,Racing,0.03,0.15,0.0,0.07,0.25,0.15
TOCA Race Driver 2: Ultimate Racing Simulator,PSP,Racing,0.0,0.25,0.0,0.0,0.25,0.25
Surfing H3O,PS2,Sports,0.12,0.1,0.0,0.03,0.25,0.1
Romance of the Three Kingdoms II,SNES,Strategy,0.0,0.0,0.25,0.0,0.25,0.25
Ice Age 2: The Meltdown,GBA,Platform,0.18,0.07,0.0,0.0,0.25,0.07
The Suite Life of Zack & Cody: Tipton Trouble,DS,Action,0.23,0.0,0.0,0.02,0.25,0.0
Final Fantasy Type-0,XOne,Role-Playing,0.16,0.07,0.0,0.02,0.25,0.07
NASCAR 09,X360,Racing,0.23,0.0,0.0,0.02,0.25,0.0
World Series of Poker,XB,Misc,0.19,0.05,0.0,0.01,0.25,0.05
NASCAR 09,PS3,Racing,0.22,0.01,0.0,0.02,0.25,0.01
Game of Thrones,X360,Role-Playing,0.15,0.08,0.0,0.02,0.25,0.08
Galactic Attack,SAT,Shooter,0.0,0.0,0.25,0.0,0.25,0.25
Power Pro Kun Pocket 2,GB,Sports,0.0,0.0,0.25,0.0,0.25,0.25
Happy Feet,GC,Action,0.2,0.05,0.0,0.01,0.25,0.05
Zoo Resort 3D,3DS,Simulation,0.11,0.09,0.03,0.02,0.25,0.12
Smart Girl's Playhouse,DS,Misc,0.24,0.0,0.0,0.02,0.25,0.0
Walt Disney's The Jungle Book: Rhythm N'Groove,PS2,Misc,0.12,0.1,0.0,0.03,0.25,0.1
Triple Play 2002,XB,Sports,0.19,0.05,0.0,0.01,0.25,0.05
Evil Zone,PS,Fighting,0.14,0.1,0.0,0.02,0.25,0.1
Spy Kids Challenger,GBA,Platform,0.18,0.07,0.0,0.0,0.25,0.07
K-ON! Houkago Live!!,PSP,Misc,0.0,0.0,0.25,0.0,0.25,0.25
Monsters vs. Aliens,Wii,Action,0.14,0.09,0.0,0.02,0.25,0.09
A. IV Evolution: A Ressha de Ikou 4,PS,Strategy,0.0,0.0,0.24,0.02,0.25,0.24
Exhibition,XB,Misc,0.19,0.05,0.0,0.01,0.25,0.05
Scrabble,PS,Misc,0.14,0.1,0.0,0.02,0.25,0.1
Silent Hunter 5: Battle of the Atlantic,PC,Simulation,0.0,0.21,0.0,0.05,0.25,0.21
Amped 2,XB,Sports,0.2,0.04,0.0,0.01,0.25,0.04
Blaster Master: Blasting Again,PS,Shooter,0.14,0.1,0.0,0.02,0.25,0.1
Final Fantasy Crystal Chronicles: Echoes of Time,Wii,Role-Playing,0.13,0.06,0.05,0.02,0.25,0.11
College Hoops 2K6,PS2,Sports,0.12,0.1,0.0,0.03,0.25,0.1
Cartoon Network Collection: Game Boy Advance Video Volume 1,GBA,Misc,0.18,0.07,0.0,0.0,0.25,0.07
NHL 08,PS3,Action,0.16,0.06,0.0,0.03,0.25,0.06
How to Train Your Dragon 2,3DS,Adventure,0.04,0.19,0.0,0.02,0.25,0.19
Just Dance 2015,PS3,Misc,0.13,0.08,0.0,0.04,0.25,0.08
The Legend of Legacy,3DS,Role-Playing,0.12,0.01,0.1,0.02,0.25,0.11
Juiced 2: Hot Import Nights,PS3,Racing,0.18,0.04,0.01,0.03,0.25,0.05
WipEout XL,PS,Racing,0.14,0.1,0.0,0.02,0.25,0.1
LEGO Star Wars III: The Clone Wars,PC,Action,0.1,0.13,0.0,0.03,0.25,0.13
The Powerpuff Girls: Chemical X-Traction,PS,Action,0.14,0.1,0.0,0.02,0.25,0.1
Dynasty Warriors 6 (JP sales),PS2,Action,0.0,0.0,0.25,0.0,0.25,0.25
Dead or Alive Xtreme 2,X360,Sports,0.15,0.02,0.06,0.02,0.25,0.08
Jonah Lomu Rugby Challenge,PS3,Sports,0.0,0.19,0.0,0.06,0.25,0.19
Ben 10 Triple Pack,DS,Misc,0.12,0.11,0.0,0.02,0.25,0.11
PlayStation VR Worlds,PS4,Misc,0.06,0.14,0.02,0.04,0.25,0.16
Hunted: The Demon's Forge,PS3,Action,0.12,0.08,0.02,0.03,0.25,0.1
Men of Valor,XB,Shooter,0.19,0.05,0.0,0.01,0.25,0.05
Bomberman Tournament,GBA,Puzzle,0.1,0.04,0.1,0.01,0.25,0.14
Project Runway,Wii,Simulation,0.23,0.0,0.0,0.02,0.25,0.0
Scrabble,DS,Misc,0.2,0.02,0.0,0.03,0.25,0.02
Medal of Honor European Assault,GC,Shooter,0.19,0.05,0.0,0.01,0.25,0.05
Billy Hatcher and the Giant Egg,GC,Platform,0.19,0.05,0.0,0.01,0.25,0.05
NHL 08,X360,Action,0.22,0.01,0.0,0.02,0.25,0.01
Midway's Greatest Arcade Hits,GBA,Misc,0.18,0.07,0.0,0.0,0.25,0.07
Disney Sing It: Pop Hits,PS3,Misc,0.17,0.05,0.0,0.03,0.25,0.05
WipEout Fusion,PS2,Racing,0.12,0.1,0.0,0.03,0.25,0.1
Final Fantasy II,WS,Role-Playing,0.0,0.0,0.25,0.0,0.25,0.25
Prison Break: The Conspiracy,PS3,Action,0.05,0.15,0.0,0.05,0.25,0.15
Marie no Atelier: Salburg no Renkinjutsushi,PS,Role-Playing,0.0,0.0,0.23,0.02,0.25,0.23
NHL 06,XB,Sports,0.19,0.05,0.0,0.01,0.25,0.05
Golden Nugget Casino,GBA,Misc,0.18,0.07,0.0,0.0,0.25,0.07
Imagine: Ballet Star,DS,Simulation,0.23,0.0,0.0,0.02,0.25,0.0
Anno 2205,PC,Strategy,0.02,0.22,0.0,0.02,0.25,0.22
Minute to Win It,Wii,Misc,0.23,0.0,0.0,0.02,0.25,0.0
Atari Anthology,XB,Misc,0.19,0.05,0.0,0.01,0.25,0.05
Ultimate Fighting Championship,PS,Fighting,0.14,0.09,0.0,0.02,0.25,0.09
Animal Paradise,DS,Simulation,0.09,0.14,0.0,0.02,0.25,0.14
XIII,XB,Shooter,0.16,0.08,0.0,0.01,0.25,0.08
Up,PS3,Action,0.15,0.06,0.0,0.03,0.25,0.06
Samurai Shodown II,NG,Fighting,0.0,0.0,0.25,0.0,0.25,0.25
My Virtual Tutor: Reading Adventure Kindergarten to First,DS,Misc,0.23,0.0,0.0,0.02,0.25,0.0
SpongeBob's Truth or Square (US sales),X360,Action,0.25,0.0,0.0,0.0,0.25,0.0
Michael Jackson: The Experience,DS,Misc,0.21,0.02,0.0,0.02,0.25,0.02
MotoGP '07,X360,Racing,0.23,0.0,0.0,0.02,0.25,0.0
Cars,X360,Racing,0.22,0.01,0.0,0.02,0.25,0.01
Fox Sports College Hoops '99,N64,Sports,0.2,0.05,0.0,0.0,0.25,0.05
Wheel of Fortune,N64,Misc,0.2,0.05,0.0,0.0,0.25,0.05
MRC: Multi-Racing Championship,N64,Racing,0.2,0.05,0.0,0.0,0.25,0.05
F1 Pole Position 64,N64,Racing,0.11,0.13,0.0,0.01,0.25,0.13
Gex 64: Enter the Gecko,N64,Action,0.2,0.05,0.0,0.0,0.25,0.05
Wayne Gretzky's 3D Hockey '98,N64,Sports,0.23,0.02,0.0,0.0,0.25,0.02
NBA Courtside 2 featuring Kobe Bryant,N64,Sports,0.2,0.05,0.0,0.0,0.25,0.05
Hybrid Heaven,N64,Role-Playing,0.16,0.04,0.05,0.0,0.25,0.09
NBA Showtime: NBA on NBC,N64,Sports,0.23,0.02,0.0,0.0,0.25,0.02
Hatsune Miku: Project Diva F 2nd,PS3,Misc,0.09,0.03,0.1,0.03,0.25,0.13
Beyblade: Metal Fusion,DS,Role-Playing,0.07,0.03,0.14,0.01,0.25,0.17
Karaoke Joysound Wii,Wii,Misc,0.0,0.0,0.25,0.0,0.25,0.25
Madagascar: Escape 2 Africa,X360,Action,0.12,0.1,0.0,0.03,0.25,0.1
Need for Speed Rivals,PC,Racing,0.04,0.19,0.0,0.02,0.25,0.19
The Mummy: Tomb of the Dragon Emperor,PS2,Action,0.12,0.1,0.0,0.03,0.25,0.1
Def Jam Vendetta,GC,Fighting,0.19,0.05,0.0,0.01,0.25,0.05
Scooby-Doo! Unmasked,PS2,Platform,0.12,0.1,0.0,0.03,0.25,0.1
Penny Racers,PS,Racing,0.0,0.0,0.23,0.02,0.25,0.23
The Sims 2,XB,Simulation,0.19,0.05,0.0,0.01,0.25,0.05
Spider-Man: Web of Shadows,Wii,Action,0.22,0.01,0.0,0.02,0.25,0.01
Caesars Palace II,PS,Misc,0.14,0.09,0.0,0.02,0.25,0.09
The Bureau: XCOM Declassified,PS3,Shooter,0.08,0.13,0.0,0.04,0.25,0.13
World Series Baseball 2K3,PS2,Sports,0.12,0.1,0.0,0.03,0.25,0.1
Tony Hawk's Proving Ground,Wii,Sports,0.22,0.01,0.0,0.02,0.25,0.01
Pro Yakyuu Team o Tsukurou!,SAT,Sports,0.0,0.0,0.25,0.0,0.25,0.25
Indiana Jones and the Staff of Kings,PSP,Action,0.11,0.09,0.0,0.05,0.25,0.09
The Outfit,X360,Action,0.21,0.02,0.0,0.02,0.25,0.02
Sentimental Graffiti,SAT,Adventure,0.0,0.0,0.25,0.0,0.25,0.25
Avatar: The Last Airbender - The Burning Earth,Wii,Action,0.23,0.0,0.0,0.02,0.25,0.0
Don King Presents: Prizefighter,X360,Sports,0.14,0.08,0.0,0.02,0.25,0.08
Shin Megami Tensei x Fire Emblem,WiiU,Role-Playing,0.12,0.05,0.06,0.02,0.25,0.11
The Backyardigans,DS,Adventure,0.23,0.0,0.0,0.02,0.25,0.0
Yakuza Zero: The Place of Oath,PS3,Action,0.0,0.0,0.25,0.0,0.25,0.25
Devil Kings,PS2,Action,0.03,0.03,0.18,0.01,0.25,0.21
NBA Jam Tournament Edition,PS,Sports,0.14,0.09,0.0,0.02,0.25,0.09
Medabots AX: Metabee,GBA,Role-Playing,0.18,0.07,0.0,0.0,0.25,0.07
Tennis no Oji-Sama: Genius Boys Academy,GBA,Sports,0.0,0.0,0.24,0.01,0.25,0.24
Kung Fu Panda 2,X360,Action,0.16,0.06,0.0,0.02,0.25,0.06
Bolt,X360,Adventure,0.18,0.05,0.0,0.02,0.25,0.05
Shadow Man,PS,Action,0.14,0.09,0.0,0.02,0.25,0.09
Spider-Man: Edge of Time,X360,Action,0.18,0.05,0.0,0.02,0.25,0.05
Freshly-Picked: Tingle's Rosy Rupeeland,DS,Role-Playing,0.0,0.01,0.24,0.0,0.25,0.25
Netsu Chu! Pro Yakyuu 2002,PS2,Sports,0.0,0.0,0.25,0.0,0.25,0.25
"Barbie: Jet, Set & Style!",Wii,Misc,0.22,0.01,0.0,0.02,0.25,0.01
L.A. Noire: The Complete Edition,PC,Adventure,0.08,0.13,0.0,0.03,0.25,0.13
Dynasty Warriors 6,PS2,Action,0.12,0.09,0.0,0.03,0.25,0.09
